personLabel	aliasLabel
Georgy Shpagin	Jean Poldo D'Albenas
Yevhen Petrushevych	Abbas-Mirza
Yevhen Petrushevych	Abas-Mirza
Ánni Podimatá	Princess Wilhelmine Louise of Baden
Philip Blommaert	Todd Christopher Young
Philip Blommaert	Senator Young
Allen Fairhall	Senator Todd Young
Móric Esterházy	Sen. Young
Li Fuchun	Sen. Todd Young
Henry C. Smith	Tony Hall
Alan, 1st Earl of Richmond	Trinley Gyatso
Charles Kingston	Thinle Gyatso
Charles Kingston	12th Dalai Lama
Gérard Bapt	Tien Puk-sun
H. H. Kung	Tian Beichen
Arnold Künzli	Michael Tien Puk-sun
Count Karl Sigmund von Hohenwart	Almazbek Sharshenovich Atambayev
Josef Hlávka	Almazbek Atambaev
Móric Esterházy	Almaz Atambayev
Móric Esterházy	Almaz Atambaev
Móric Esterházy	Mohammed VI of Morocco
Orris S. Ferry	Prince Ferdinand von Trauttmansdorff-Weinsberg
Orris S. Ferry	Perikl
Antoine Béthouart	Sadeq Ardeshir Larijani
Dan Coats	Sadegh Larijani
Michael P. Kitt	Kundun Drup
Ivan Shestakov	Gendun Gyatso Palzangpo
András Vonza	Gendun Drub
Samuel Turell Armstrong	Dalai Lama 01
Joe Cassar	2nd Dalai Lama
Ranodip Singh Kunwar	1st Dalai Lama
Ranodip Singh Kunwar	John Talbot
Ranodip Singh Kunwar	Perykles
Ranodip Singh Kunwar	Perikles
Ranodip Singh Kunwar	Julius Adrian Friedrich Wilhelm von Verdy du Vernois
Archibald B. Darragh	Julius Adrian F.W. von Verdy du Vernois
Jesse F. Stallings	Adrian Friedrich Wilhelm Julius Ludwig von Verdy du Vernois
Zdeněk Škromach	Hildegard Körber
Julián Gorkin	Hildegard Harlan
Mahmoud Kabadou	HE Ali Bongo Ondimba
Mahmoud Kabadou	Letitia Tyler
Richard de Clare, 6th Earl of Gloucester	Shostakovich
Tim M. Babcock	Thomas Robinson
Tim M. Babcock	Leopold Berchtold
Anar Rzayev	Usenov
Julian Marchlewski	Daniar Toktogulovich Usenov
Julian Marchlewski	George Gordon
Anar Rzayev	Letitia Christian
Archibald Hunter Arrington	Daniyar Usenov
John H. Reed	Sir Jagatjit Singh Sahib Bahadur
Shinjirō Koizumi	Major-General H.H. Farzand-i-Dilband Rasikh- al-Iqtidad-i-Daulat-i-Inglishia, Raja-i-Rajagan, Maharaja Sir Jagatjit Singh, Bahadur, Maharaja of Kapurthala, GCSI , GCIE
Shinjirō Koizumi	Maharaja Jagatjit Singh
Shinjirō Koizumi	Maharaja Jagatjij Singh
Shinjirō Koizumi	Jagatjit Singh of Kapurthala
Shinjirō Koizumi	Jagatjit Singh Bahadur
Archibald J. Weaver	Jagat-Jit Singh Raja-i-Rajgan of Kapurthala
Anton Rée	Jagat-Jit Singh
Bertel Haarder	Aku
Joseph-Charles-Théodore Gervais	Claudia Wiesemüller
Sándor Barcs	Claudia Nolte
Gábor Vajna	Tanaev
Hamengkubuwono VIII	Nikolay Timofeyevich Tanayev
Hamengkubuwono VIII	Nikolay Tanayev
Hamengkubuwono VIII	Nikolai Timofeyevich Tanayev
Archibald Chapman Hart	Nikolai Tanaev
Stanimir Ilchev	Ishinbai Kadyrbekov
Stanimir Ilchev	Ishenbay Kadyrbekov
Julian Marchlewski	Ishenbai Duyshonbiyevich Kadyrbekov
Julian Marchlewski	Anastasius Grün
Victor-François, 2nd duc de Broglie	Wilhelm de Courbière
Phil Edmonston	Wilhelm de Courbiere
Arnold Ludwig von Holtzbrinck	Jagna Marczułajtis-Walczak
Victor-François, 2nd duc de Broglie	Jagna Marczułajtis-Kolasińska
Kyriakoulis Mavromichalis	Apas Jumagulovich Jumagulov
Archibald E. Olpp	Apas Dzhumagulov
Archibald McLelan	George Hamilton-Gordon, 4th Earl Of, Viscount Gordon of Aberdeen, Viscount of Formartine, Lord Haddo, Methlick, Tarves
Kido Takayoshi	George Hamilton Gordon, 4th Earl of Aberdeen
Kido Takayoshi	George Hamilton Gordon Aberdeen
Kido Takayoshi	George Aberdeen
Kido Takayoshi	Aberdeen, George Hamilton-Gordon, 4th Earl of
John Spencer, 8th Earl Spencer	4th Earl of Aberdeen
Archibald Douglas, 5th Earl of Angus	Padmasinha Bajirao Patil
Jules de Burlet	keizerin van Duitsland Elisabeth Christine
Archie M. Gubbrud	Kaiserin Elisabeth Christine Heiliges Römisches Reich
Cleve Benedict	Zhumabek Ibraimov
José Císcar	Jumabek Ibraimovich Ibraimov
Piero Marrazzo	George Hamilton Gordon
Wim Schermerhorn	Archduke Ludwig Viktor Joseph Anton of Austria
Archibald Douglas, 1st Duke of Douglas	Shosty
Andor Lázár	Dmitrij Šostakovič
Alfonso Pérez Burrull	Dmitrii Dmitrievich Shostakovich
Alfonso Pérez Burrull	Dmitri Dmitriyevich Shostakovich
Archibald Clark Kerr, 1st Baron Inverchapel	Dmitri Dmitrievitch Chostakovitch
Arnold Christopher Ræstad	Dimitri Shostakovich
Humphrey Mackworth	Johann Joachim Borchert
Antun Augustinčić	Thomas, 2nd Baron Grantham Robinson
Antun Augustinčić	The Lord Grantham
Antun Augustinčić	2nd Baron Grantham Thomas Robinson
Roger-Bernard III, Count of Foix	Bujar Faik Nishani
Roger-Bernard III, Count of Foix	Erling Martin Jonny Nilsson
Vail M. Pittman	Antoni Martí Petit
Flavius Claudius Antonius	Antoni Marti Petit
Roberto Mangabeira Unger	Antoni Marti
Roberto Mangabeira Unger	Amangeldy Muraliev
John Spencer, 8th Earl Spencer	Viktor Mikhaĭlovich Glushkov
Alfonso Alonso Aranegui	Victor Mikhailovich Glushkov
Archibald Douglas, 5th Earl of Angus	R. Walter Riehlman
Archibald M. Bliss	Luigi Lagrange
Gérard Nagelmackers	Joseph Louis, Comte Lagrange
Gérard Nagelmackers	Joseph Louis Lagrange
Josef Kajetán Tyl	José Luis Lagrange
Josef Kajetán Tyl	Giuseppe Luigi Lagrangia
Josef Kajetán Tyl	Count von Auersperg
Valery Vostrotin	Zhantoro Zholdoshevich Satybaldiyev
George S. Houston	Robert James Brown
Archie M. Gubbrud	Earl of Aberdeen
Archie M. Gubbrud	Filip Vujanovic
Frank Swett Black	Otto Perez Molina
Frank Swett Black	Mohammed Yousef el-Magariaf
Miklós Jósika	Megariaf, Mohammed
Arnold Veimer	Magariaf, Mohammed
Abdul Rehman Malik	imperatrice consorte di Karl VI, imperatore del Sacro romano impero Elisabeth Chrostine
Archibald Maule Ramsay	Empress, consort of Charles VI, Holy Roman Emperor Elisabeth Christine
Arnold Timothée de Lasaulx	Empress consort of Charles VI Elisabeth Christine
George S. Houston	Elisabeth Christine von Braunschweig
Archibald Douglas, 5th Earl of Angus	consort of Charles VI, Holy Roman Emperor Empress Elisabeth Christine
Florencio García Goyena	Sprent Jared Brent Arumogo Dabwido
Florencio García Goyena	Sprent Arumogo Dabwido
Joseph Daul	Rajkeswur Purryag
Fulvio Testi	Leon Daudet
A. N. R. Robinson	Karl Eduard Wilhelm Groener
A. N. R. Robinson	Addison Smith McClure
A. N. R. Robinson	Addison McClure
A. N. R. Robinson	Mohamed Waheed Hassan Manik
Flavius Sallustius Bonosus	Jorge Carlos de Almeida Fonseca
Ano Pala	Fridericus I Aënobarbus
Arsen Kanokov	Fridericus Aënobarbus
Griffiths Mxenge	Aënobarbus
Sergiu Nicolaescu	Holy Roman Emperor Frederick I
Sergiu Nicolaescu	Frederick I Barbarossa
Yves Jégo	Frederick Barbarossa
Stephen Vladislav II of Syrmia	Ilse Pröhl
Archy Kirkwood, Baron Kirkwood of Kirkhope	Prince Franz of Thun and Hohenstein
Archy Kirkwood, Baron Kirkwood of Kirkhope	Prince Franz Anton von Thun und Hohenstein
Charles Gillès de Pelichy	Franz of Thun and Hohenstein
Louis Ruchonnet	Franz Anton, prince of Thun and Hohenstein
Pierre-Yvon Trémel	František Antonín z Thunu a Hohensteina
Edmond Noel	Michel Joseph Martelly
Raúl Porras Barrenechea	Doux Mickey
Bernard J. Dwyer	Steven McCarty Palazzo
Archibald Weigall	Gurbanguly Mälikgulyýewiç Berdimuhamedow
Archibald Weigall	Gurbanguly Malikgulyyevich Berdimuhamedov
Archibald Weigall	Gurbanguly Malikguliyevich Berdimuhamedov
Wilhelm Hertenstein	Karl Albrecht von Graefe
Louis d'Aurelle de Paladines	Karl Rudolf Heinze
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Viceroy of Naples1669-1742 Aloys Thomas Raimund Graf von Harrach
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Luise Raimondo, conte di Harach
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Luise Raimondo Harach
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Louis, Graf von Harrach
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Aloys, Graf Von Harrach
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Aloys, Graf von Harrach
Pedro Pablo Abarca de Bolea, 10th Count of Aranda	Aloys Thomas Raimund von Harrach
Nicolò Donato	Aloys Thomas Raimund Graf von, Viceroy of Naples Harrach
Robert Kelly	Aloys Thomas Raimund Graf Harrach
Robert Kelly	Aloys Thomas Raimund Count Harrach
István Király	Aloys Thomas
Xhafer Deva	Aloys Harrach Graf von
Adélard Turgeon	Friedrich Wilhelm Bernhard von Berg
John D. Sloat	Rudolf Freiherr Stöger-Steiner von Steinstätten
Frido Croes	Leopold Graf von Thun und Hohenstein
Stephen Vladislav II of Syrmia	Kajetan Felder
Duke Ludwig Wilhelm in Bavaria	Cajetan Freiherr von Felder
Duke Ludwig Wilhelm in Bavaria	Cajetan Felder
Almanbet Matubraimov	C Felder
Stephen Mallory	Gustav Ernst Hans Jendretzky
Benjamin Jaurès	Franz Josef Johannes Konrad Jung
János Szentágothai	Milan Horacek
János Szentágothai	Barbarossa
János Szentágothai	Ursula Caberta y Diaz
Melchior Josef Martin Knüsel	Felder
John Fortescue	Wilhelm Johann Carl Eduard Stieber
A. N. R. Robinson	Hubert Salvator Erzherzog von Österreich
Arnošt Heidrich	Gustav Piffl
Arnošt Bart	Ewald Albert Friedrich Karl Lepold Arnold von Kleist-Schmenzin
Ivan Ilyichev	Christian Friedrich Freiherr von Stockmar
Ivan Ilyichev	Baron de Stockmar
Martin Lee	Michl Vetter
Archibald T. MacIntyre	Franz Josef Gerhold
Pavel Vezhinov	Adam Müller Guttenbrunn
Thomas Cullinan	Friedrich Graf Harrach
Alasdair Morgan	Count Harrach
Wu Peifu	Count Friedrich August von Harrach-Rohrau
Wu Peifu	Azim Beishembayevich Isabekov
Wu Peifu	Ignotus
Roger de Damas	Edward Douglass White Sr.
Johan Willem Beyen	Edward D. White
Johan Willem Beyen	Wilhelm Freiherr von Engerth
Johan Willem Beyen	Pyotr Filippovich Yakubovich
Ariosto A. Wiley	Peter Yakubovich
Ariosto A. Wiley	Melshin
Seizō Kobayashi	L. Melshin
Seizō Kobayashi	Figaro
Jim Doyle	Frederick
Sadegh Khalkhali	Adam Müller
Anton Vašek	Karl Ferdinand von Buol-Schauenstein
John Amaechi	Karl Ferdinand von Buol
Javier Ignacio Maroto Aranzábal	Julius Freiherr von Soden
Lucius Duvius Avitus	Kubanychbek Zhumaliev
Nikolai Burdenko	Kubanychbek Myrzabekovich Jumaliyev
Mudar Badran	Kubanychbek Jumaliev
Ottó Herman	Archduke Karl Albrecht of Austria-Teschen
Huang Quan	Karl Friedrich Adolf Wuttke
Li Shan	Willy Hugo Hellpach
Li Shan	Eppelmann, Rainer
Li Shan	Patrick Nunnelee
Li Shan	Patrick Alan Nunnelee
Li Shan	Pat nunnelee
Li Shan	Nunnelee
Li Shan	Dr. Ernst Strasser
Li Shan	VPOTUS
Li Shan	Rep. Mike Pence
Li Shan	Michael Richard Pence
Li Shan	"""Michael Richard """"Mike"""" Pence"""
Li Shan	Michael R. Pence
Li Shan	Michael Pence
Li Shan	Governor Mike Pence
Li Shan	Congressman Mike Pence
Li Shan	Edward White
Li Shan	Karl Wuttke
Li Shan	Karl Sigmund Franz Freiherr vom Stein zum Altenstein
Li Shan	Margaret Wood Hassan
Li Shan	Margaret Coldwell Hassan
Li Shan	"""Margaret """"Maggie"""" Hassan"""
Li Shan	Julius Heinrich Ahrens
Li Shan	Wilhelm Franz Josef Beiglböck
Li Shan	Wilhelm Beiglboeck
René Monory	Suzanna Riess-Passer
Wu Ting-fang	Susanne Riess-Hahn
Wu Ting-fang	Ho Chun-Yan
Wu Ting-fang	Albert Ho Chun-Yan
Ugolino della Gherardesca	Stephen Bullock
Keying	Karl Theodor Ferdinand Grün
Maximilien Sebastien Foy	Ernst von der Haide
Robert Craufurd	Franz, Baron von Pillersdorf
Robert Craufurd	Hans von Dallwitz
Keying	Li Zhuoren
Lorenzo Snow	Andre Honnorat
Simeon Bavier	King Abdullah II of Jordan is
Johan Willem Beyen	King Abdullah II
Johan Willem Beyen	Raghavendra Yeddyurappa
Rutilius Claudius Namatianus	Bookanakere Yeddyurappa Raghavendra
Rutilius Claudius Namatianus	Theodor Baillet de Latour
Keying	Heinrich, Prince of Bavaria
Wu Peifu	Heinrich Prinz von Bayern
Ugolino della Gherardesca	Heinrich Prince of Bavaria
Roman Rudenko	Heinrich of Bavaria
Roman Rudenko	Schultze-Naumburg
Tōru Hashimoto	Paul Schultze (1869-1949)
Tōru Hashimoto	P. Schultze-Naumburg
Artamon Matveyev	P. A. Schultze-Naumburg
John J. Beckley	John Richard Kasich Jr.
John J. Beckley	John Richard Kasich
William W. Belknap	John R. Kasich Jr.
Péter Boross	John R. Kasich
Francis Biddle	John Kasich Jr.
William W. Belknap	Governor John Richard Kasich Jr.
Yasuo Tanaka	Governor John Richard Kasich
Roberto Sacasa	Governor John R. Kasich Jr.
Ernest Hollings	Governor John R. Kasich
Roswell G. Horr	Governor John Kasich Jr.
Jakob Stämpfli	Governor John Kasich
Henry Bentinck, 11th Earl of Portland	Gov. John Richard Kasich Jr.
Henry Bentinck, 11th Earl of Portland	Gov. John Richard Kasich
Henry Bentinck, 11th Earl of Portland	Gov. John R. Kasich Jr.
Henry Bentinck, 11th Earl of Portland	Gov. John Kasich Jr.
Henry Bentinck, 11th Earl of Portland	Gov. John Kasich
Henry Bentinck, 11th Earl of Portland	Lord Jones
Lucius Calpurnius Piso	Lord Digby Jones
Emmanuel Bodjollé	Digby Marritt Jones
Hamilton P. Bee	Digby Jones, Baron Jones of Birmingham
Hamilton P. Bee	Digby
Mykhailo Levytsky	Baron Jones of Birmingham
Ng Chiau-tong	Prince Herman Adolf of Solms-Lich-Hohensolms-Lich
Zhao Erxun	Prince Herman Adolf of Solms-Lich-Hohensolms
Zhao Erxun	Ferdinand Ludwig Adam von Saar
Zhao Erxun	Uwe Schuenemann
José María Reyes Mata	Siegfried Herzog in Bayern
Franz von Dietrichstein	Duke Siegfried in Bavaria
Fuk'anggan	Karl Wilhelm Rudolf von Bennigsen
Fuk'anggan	Reiner Erich Haseloff
Masahiko Kōmura	Franz Paul Stangl
Masahiko Kōmura	Joseph John Heck
Francisco Diez Canseco	Frank Christopher Guinta
Michael Cashman	Julius Ritter von Wiesner
Ansaruddin Alonto Adiong	The White Death
Ansaruddin Alonto Adiong	Steve Clark Bullock
Ansaruddin Alonto Adiong	Steve C. Bullock
Rutger von Ascheberg	Stephen Clark Bullock
Edvard Hjelt	Governor Steve Clark Bullock
Heinrich von Hess	Governor Steve C. Bullock
Henri Tolain	Governor Steve Bullock
Juraj Blanár	Governor Stephen Clark Bullock
Keith Holyoake	Governor Stephen C. Bullock
Keith Holyoake	Governor Stephen Bullock
Keith Holyoake	Gov. Steve Clark Bullock
Keith Holyoake	Gov. Steve C. Bullock
Quintus Servilius Priscus Structus Fidenas	Gov. Steve Bullock
Sándor Szurmay	Gov. Stephen Clark Bullock
Seaborn Roddenbery	Gov. Stephen C. Bullock
Baron Hill	Gov. Stephen Bullock
Eduard Rossel	Wiesner
Léopold Philippe d'Arenberg	Julius von Wiesner
Anton Sikharulidze	la politique pour d or huit
José María Lemus	His Majesty Abdullah II Ibn Al Hussein
Zhao Erxun	His Majesty Abdullah II Bin Al Hussein
Zhao Erxun	H.M. King Abdullah II Ibn Hussein of the Hashemite Kingdom of Jordan
Zhao Erxun	H.M. King Abdullah II Ibn Al Hussein
Zhao Erxun	H.M. King Abdullah II bin Al Hussein
Zhao Erxun	Abdullah II ibn al-Hussein
Anita Garibaldi	Abdullah II Ibn Al Hussein
Brigitte Fouré	Abdullah ibn al-Hussein
Michael Cashman	Iolu Johnson Abil
Duan Qirui	Abdullah II
Giovanni Battista Grassi	Nicolae Timofti
Giovanni Battista Grassi	President Abdrabbuh Mansour Hadi
James Hahn	Mansour Hadi
Fuk'anggan	Abdrabbuh Mansur Hadi
Fuk'anggan	Abdorabuh Mansour Hadi
Fuk'anggan	Abd-Rabbu Mansour Hadi
Fuk'anggan	King Abdullah
Fuk'anggan	Hermann Paul Maximilian Abendroth
Duan Qirui	Hans Heinrich Lammers
Duan Qirui	Ricardo Alberto Martinelli Berrocal
Bai Chongxi	Theodor Gilbert Morell
José Moscardó Ituarte	Ruth Hellmann
Duke Eugen of Württemberg	Ruth Gamm
Duke Eugen of Württemberg	Jakaya M. Kikwete
Duke Eugen of Württemberg	Hifikepunye Lucas Pohamba
Duke Eugen of Württemberg	Mohammed Zillur Rahman
Giovanni Battista Grassi	Heinrich Lammers
Don Stephen Senanayake	Pranab Kumar Mukherjee
Li Dongyang	"""Emanuel """"Manny"""" Mori"""
Heinrich Clam-Martinic	Klaus Emil Julius Fuchs
Heinrich Clam-Martinic	Emil Julius Klaus Fuchs
Koo Chen-fu	James Alix Michel
Reg Moss	Pranab Mukhopadhyay
Dóra Dúró	Wiguläus Xaverius Aloysius Kreittmayr
Henk Feldmeijer	Patrick Jenkin, Baron Jenkin of Roding
J. Michel Fournier	Lord Jenkin of Roding
Nik Welter	Charles Patrick Fleming Jenkin, Baron Jenkin of Roding
Amantius	Charles Patrick Fleeming Jenkin
Liang Hongzhi	Baron Jenkin of Roding
Jim Gibbons	VdB
Anton von Schmerling	Sascha Van der Bellen
Zbyněk Žalman	Bernd Karl Riexinger
Chiang Wei-shui	Lady Hayman
Jordi Jané i Guasch	Helene Valerie Middleweek
Ferenc Gyulay	Helene Valerie Hayman, Baroness Hayman
Ferenc Gyulay	Helene Valerie Hayman
Ferenc Gyulay	Helene Middleweek
Ferenc Gyulay	Helene Hayman, Baroness Hayman
Ferenc Gyulay	Baroness Hayman
Ferdinand Stiehl	Ernst Carl Julius Albrecht
Henk Sneevliet	Gerhard Michael Frey
Krzysztof Skubiszewski	King of morocco
Hrólfr Kraki	Vice President Bush
Li Dongyang	President George H.W. Bush
Pere Coromines i Montanya	President George H. W. Bush
Meinoud Rost van Tonningen	Herbert Walker Bush
Benjamin Barker Odell, Jr.	H.W. Bush
Benjamin Barker Odell, Jr.	H. W. Bush
Benjamin Barker Odell, Jr.	H W Bush
Mihály Horváth	GHWB
Hobart B. Bigelow	GHW Bush
Eugenio Montero Ríos	George W. Bush Senior
Karel Van Miert	George Herbert Walker Bush
Alexander Rosenbaum	George Herbert Bush
Alexander Rosenbaum	George H.W.Bush
Merobaudes	George H.W.
Hrólfr Kraki	George H. W.
Hrólfr Kraki	George H. W
Hrólfr Kraki	George H. Bush
Hrólfr Kraki	George H W Bush
Hrólfr Kraki	George H W
Hrólfr Kraki	George H Bush
Pál Hunfalvy	George Bush, Sr.
Pál Hunfalvy	George Bush Sr.
Eugen Kumičić	George Bush Sr
Cassius M. Clay	George Bush Snr.
Cassius M. Clay	George Bush Senior
Guo Songtao	G.H.W. Bush
Guo Songtao	G. H. W. Bush
Guo Songtao	G H W Bush
Guo Songtao	Bush Sr.
Guo Songtao	Bush Senior
Ron Ziegler	Bush I
Ron Ziegler	Bush 41
Guo Songtao	James Earl Carter Jr.
Guo Songtao	James Earl Carter
Cassius M. Clay	James E. Carter Jr.
Cassius M. Clay	James E. Carter
Guo Songtao	James Carter
Li Dongyang	39th President of the United States
Li Dongyang	George H.W. Bush
Koo Hsien-jung	Alfred Ritter von Arneth
Aurel Popovici	Pranav Mukharji
Aurel Popovici	Lothar Spath
Emily Lau	Mark Eugene Amodei
Emily Lau	Mark E. Amodei
Emily Lau	Patriarch Andrej Sheptytskyj
Emily Lau	Andrzej Szeptycki
Agui	Andriy Sheptytskyi
Agui	Andriy Sheptytsky
Thomas Liao	Andrey Sheptytskyi
Thomas Liao	Andrew Szeptycki
Thomas Liao	Andrew Sheptytsky
Mikola Shylyagovich	Andrej Szeptycki
Kálmán Széll	Andrej Sheptytskyj
Péter Várkonyi	Andrej Sheptytsky
Yan Song	Andrei Sheptytsky
Lagitupu Tuilimu	Andrei Sheptytski
Nubar Pasha	Andrei Sheptyts’kyi
Louis Ramond de Carbonnières	Andreas Sheptytsky
Louis Ramond de Carbonnières	Johann Hofmann
Robert Spencer, 1st Baron Spencer of Wormleighton	Ludwig Friedrich Wilhelm von Lützow
Robert Spencer, 1st Baron Spencer of Wormleighton	The Right Honourable Sir John McEwen
Francis van Aarssens	Sir John McEwen
Francis van Aarssens	"""Sir John """"Black Jack"""" McEwen"""
Francis van Aarssens	President Bush
Francis van Aarssens	George Bush
Francis van Aarssens	Seretse Khama Ian Khama
Francis van Aarssens	Lieutenant General Dr Seretse Khama Ian Khama
Francis van Aarssens	President Medvedev
Francis van Aarssens	Medwedew
Francis van Aarssens	Medvediev
Francis van Aarssens	Medvedev
Francis van Aarssens	Dmitry Anatolyevich Medvedev
Francis van Aarssens	Dmitry A. Medvedev
Francis van Aarssens	Dmitriy Medvedev
Francis van Aarssens	Dmitriy Anatolyevich Medvedev
Francis van Aarssens	Dmitrij Medvedev
Francis van Aarssens	Dmitrij Anatoljevič Medvedev
Francis van Aarssens	Dmitrij Anatoljevic Medvedev
Francis van Aarssens	Dmitrij Anatolevič Medvedev
Francis van Aarssens	Dmitrij Anatolevic Medvedev
Francis van Aarssens	Dmitrij Anatol′evič Medvedev
Francis van Aarssens	Dmitrij Anatol'evič Medvedev
Francis van Aarssens	Dmitrij Anatol'evic Medvedev
Francis van Aarssens	Dmitri Anatolyevich Medvedev
Francis van Aarssens	Dmitri A. Medvedev
Agui	Dimitry Medvedev
Agui	Dimitrij medvedev
Kirill Lavrov	Dimitri Medvedev
Victor-Lévy Beaulieu	Dima Medvedev
Volodymyr Khandohiy	The Right Honourable James Scullin
Wu Shu-chen	James Henry Scullin
Wu Shu-chen	Dmitri Medvedev
Wu Shu-chen	Karl I
Károly Janza	The Right Honourable John Curtin
William E. Fuller	John Joseph Curtin
Józef Haller	Dr. Ram Baran Yadav
Józef Haller	Lord Patten of Barnes
Agui	Christopher Patten
Agui	Christopher Francis Patten, Baron Patten of Barnes
Chen Zhen	Christopher Francis Patten
Yan Song	The Right Honourable Sir Arthur Fadden
Yan Song	Sir William Fadden
Red Kelly	Sir Arthur William Fadden
Red Kelly	Wilhelm-Karl of Prussia
Wang Ling	Prince Wilhelm Karl of Prussia
Wendell Willkie	Paul Justin von Breitenbach
