personLabel	aliasLabel
George Keppel, 6th Earl of Albemarle	Hatta
George Keppel, 6th Earl of Albemarle	King of Wessex Aelfred
Siddhi Savetsila	King of England Alfred the Great
Joseph Conombo	King of England Alfred
Ottón Solís	King of England Aelfred
Pio Tuia	King Alfred
Justin	Alfred the Wise
Baldwin III, Count of Hainaut	Alfred the Great of Wessex
Fernando Fernández Martín	Alfred King
Cornelius C. Schoonmaker	Alfred den Store
Fred Grandy	Nelson
Frédéric Masson	Alfred
Pagu	Gómez Manrique y de Castilla
Justin	Gomez Manrique y de Castilla
Philip IV of Spain	Gómez Manrique
Florêncio de Abreu	Gomez Manrique
Alastair Campbell	Diego Gómez Manrique
Lawrence R. Ellzey	Mauno Henrik Koivisto
Lord Henry FitzGerald	Elie Frederic Forey
Denys Sylantyev	Count Albrecht Konrad Reinhold Finck von Finckenstein
Charles Gérin-Lajoie	Albrecht Konrad, Graf Finck von Finckenstein
Dmytro Pavlychko	Albrecht Konrad Reinhold Finck von Finckenstein
Lázaro Chacón González	H.E. Sheikh Hamad Bin Jassim Bin Jabr Al-Thani
Lázaro Chacón González	H.E. Sheikh Hamad Bin Jassim Bin Jabr Al Thani
R. James Harvey	Tarja Kaarina Halonen
József Kasza	Pateh Berbai
Huw Irranca-Davies	Awang Pateh Berbai
Joseph Warren	Ahmad of Brunei
Joseph Warren	Pascal Irénée Koupaki
Joseph Warren	Pascal Irenee Koupaki
Joseph Warren	Máirtín Mag Aonghusa
Rodrigo Jiménez de Rada	Mairtin Mag Aonghusa
Song Ping	John Martin McGuinness
Michel Durafour	James Martin Pacellill McGuinness
Mihály Korom	James Martin Pacelli McGuinness
Paul Dupont	Sir Charles William Chadwick Oman
Jimmy Duncan	Charles William Chadwick Oman
Jimmy Duncan	C. W. C. O.
Jimmy Duncan	Theodor von Guerard
Jimmy Duncan	Gary Kasparov
Jimmy Duncan	Garry Kimovich Kasparov
Halvard Lange	Garik Kimovich Weinstein
Ari Trausti Guðmundsson	Milos Zeman
Albert Takács	Mieszko II Lambert, King of Poland
Hans Filbinger	Mieszko II Lambert
Francis Rawdon-Hastings, 1st Marquess of Hastings	Prince of Joinville
Francis Rawdon-Hastings, 1st Marquess of Hastings	François de Lorraine Guise
Francis Rawdon-Hastings, 1st Marquess of Hastings	Francis de Lorraine II
Francis Rawdon-Hastings, 1st Marquess of Hastings	Esko Tapani Aho
Dragoș, Voivode of Moldavia	Francis Guise
Alexander Trepov	Todor Hristov Zhivkov
Alexander Trepov	David Howell Petraeus
Alexander Trepov	Viscount Horatio Nelson Nelson
Hua Luogeng	Horatio, Viscount Nelson Nelson
Alfonso of Hauteville	Horatio, Viscount Nelson
Hipólito Mejía	Horatio, Lord Nelson
Victor Augagneur	Horatio Nelson, Viscount Nelson
Nick Hurd	Horatio Nelson, 1st Viscount Nelson
Nick Hurd	Admiral Lord Nelson
Arne Carlson	Admiral Horatio Nelson, 1st and last Viscount Nelson of the Nile and Burnham Thorpe
Charles Bretagne Marie de La Trémoille	Muh Hatta
Dragoș, Voivode of Moldavia	Mohammed Hatta
Dragoș, Voivode of Moldavia	Moh. Hatta
Dragoș, Voivode of Moldavia	Moh Hatta
Dragoș, Voivode of Moldavia	Moch Hatta
Dragoș, Voivode of Moldavia	M. Hatta
Dragoș, Voivode of Moldavia	M Hatta
R. James Harvey	Bung Hatta
Carlo Schmid	Antonio Francesco Gramsci
Beatrice of Portugal, Duchess of Savoy	First Lady of the world
Peter P. Mahoney	Eleanor Roosevelt Roosevelt
Daniel Kawczynski	Elaenore Roosevelt
Diego Felipez de Guzmán, 1st Marquis of Leganés	Anna Eleanor Roosevelt Roosevelt
Diego Felipez de Guzmán, 1st Marquis of Leganés	Shaul
Józef Laskowski	Mizengo Kayanza Peter Pinda
Michael Chan, Baron Chan	Prince Khalifa bin Salman Al Khalifa
James Woodson Bates	H.R.H. Prince Khalifa Bin Salman Al Khalifa
Ferenc Esterházy	Samuel Hinds
Ferenc Esterházy	Pu
Ferenc Esterházy	Hammadi Jebali
Jiří Havel	Samuel Archibald Anthony Hinds
V. A. Urechia	Hisham Kandil
V. A. Urechia	Hesham Mohamed Qandil
V. A. Urechia	Hesham Kandil
V. A. Urechia	Hesham Kandeel
V. A. Urechia	'Abd al-Rahman I
V. A. Urechia	Emile de Mot
Joseph Edmond Lesage	Bela II of Hungary
Salahuddin of Selangor	Geza I of Hungary
Salahuddin of Selangor	king Porus
Turhan Sultan	Master Han Fei
Turhan Sultan	Hane-tsee
Paul I, Prince Esterházy	Han-tsee
William Edward Forster	Han Fei Zi
William Edward Forster	Marquis of Namur
Francisco Gómez de Sandoval, 1st Duke of Lerma	Puru
Francisco Gómez de Sandoval, 1st Duke of Lerma	F. von Rönne
Vojislav Brajović	F. L. von Rönne
Louis Charles Delescluze	Iñigo López de Mendoza, Marques de Santillana
Juan Rodríguez Fonseca	Porus
V. A. Urechia	Master Han
Alexander Aitken	C. A. Dohrn
Alexander Aitken	William III
Robert Roosevelt	Han Feizi
Robert Roosevelt	Julien Michel Friedman
V. A. Urechia	Carl Gruenberg
Michael Körner	Friedrich Ludwig von Ronne
Carlos Roberto Flores	Zhak Lui David
Hyppolite Ramaroson	Ta-wei-tʻe
Peter Raabe	M. Louis David
John Taylor	M. le baron David
Ferenc Esterházy	Lui David
Yūji Kuroiwa	Lu-i Ta-wei
Yūji Kuroiwa	Louis David
Pak Je-ga	jean louis david
Pak Je-ga	Jaques Louis David
William Orlando Butler	jaques louis david
Howell Edmunds Jackson	jacques-louis david
Vladimir Dekanozov	jacques l. david
Dirk Jan de Geer	jac. louis david
Johann Maria Philipp Frimont	J.L. David
Robert Carswell, Baron Carswell	j.l. david
Felipe Calderón	J.-L. David
Felipe Calderón	J. L. David
Felipe Calderón	j. l. david
Felipe Calderón	David Louis
Felipe Calderón	David L.
Gotō Shinpei	David Jak Lui
Gotō Shinpei	david jacques-louis
Kuki Ryūichi	Cen David
Kuki Ryūichi	Anna Mathilde Kolb
Kuki Ryūichi	Ann Kolb
Kuki Ryūichi	L. David
Guido Podestà	Hans Weiler
Henric Benzelius	Jacques Louis David
Jacob Bruce	Hanzi
Jacob Bruce	David
Jacob Bruce	Carl Eduard Heusner
Jacob Bruce	Sheng-hsi-men
Jacob Bruce	Henri, Comte de Saint-Simon
Jacob Bruce	Henri, Comte de Saint- Simon
Juli Minoves Triquell	Henri de Saint-Simon
Stanislav Redens	Comte de Saint-Simon Henri
Edwin Walker	Comte de Saint-Simon Claude-Henri de Rouvroy
Emilio Q. Daddario	Claude-Henri, Comte de Saint-Simon Rouvroy
Emilio Q. Daddario	Claude-Henri, Comte de Saint-Simon De Rouvroy
Aleksandr Tkachyov	Claude-Henri de, Comte de Saint-Simon Rouvroy
Jérémie-Louis Décarie	Claude-Henri de Rouvroy, Comte de Saint-Simon
Eugène Durocher	Claude Henri, Count de Saint-Simon
Petar Tanchev	Claude Henri, Comte de St. Simon
Petar Tanchev	Claude Henri, Comte De Saint-Simon
Petar Tanchev	Claude Henri, Comte de Saint-Simon
Károly Bartha	Claude Henri de Saint-Simon
Dirk Jan de Geer	C.-H., comte de Saint-Simon
Rimantas Dagys	Anri Klod de Ruvrua Sen-Simon
Mikhail Frinovsky	Anri de Sen-Simon
Decimus Velius Rufus	Alfred Graf von Schlieffen
Miguel Ángel Rodríguez Echeverría	Abd al-Rahman ibn Mu'awiya ibn Hisham ibn Abd al-Malik ibn Marwan
Miguel Ángel Rodríguez Echeverría	Guy of Dampierre
François de Casembroot	Dohrn
Anna Nemitz	Werner Gustav Schulz
Károly Bartha	Mohd Najib Bin Tun Abdul Razak
Károly Bartha	Datuk Najib Tun Razak
Michèle Flournoy	Jose Maria Figueres Olsen
Michèle Flournoy	José María Figueres
Michèle Flournoy	Jose Figueres
César Maria de Serpa Rosa	Lee Ao
Jan Willem de Pous	Beast of Belsen
Anton Julius Busmann Sr.	Ramadan Abdullah Mohammed Shalah
Park Yeol	Abdullah Ramadan Shallah
Park Yeol	Perry Gladstone Christie
Park Yeol	Hans Otto Georg Hermann Fegelein
Kázmér Batthyány	Hans Georg Otto Hermann Fegelein
Gabriel Betancourt Mejía	Francisco Martínez de la Rosa
Prince Yeongchang	Francisco Martinez de la Rosa
Harry A. Hanbury	Francisco de Paula Martinez de la Rosa y Berdejo
Anton Julius Busmann Jr.	Tuilaepa Lupesoliai Sailele Malielegaoi
Alexander Tarasov	Tuila'epa Aiono Sa'ilele Malielegaoi
Alexander Tarasov	Carlos Gomes Junior
András Benkei	Prince of Wales Henry Stuart
Kost Levytsky	Prince of Wales Henry Frederick
Félix de Beaujour	Prince of Wales Henry
Félix de Beaujour	Prince of Wales Henrie
Félix de Beaujour	Prince of Wales Henricus Fridericus
Félix de Beaujour	Henry Frederick Stuart, Prince of Wales
Joseph Jacotot	Maria Manuela Duarte Neto Portugal Ramalho Eanes
Anton Julius Busmann Jr.	Ute Weiß
Kadré Désiré Ouedraogo	Jesco von Puttkamer
Kadré Désiré Ouedraogo	Eduard Heinrich Flottwell
Kadré Désiré Ouedraogo	Freundel Jerome Stuart
Pavel Kolobkov	Raden Mas Ontowiryo
Pál Almásy	Prince Diponegoro
Pál Almásy	Prince Dipanegara
Pál Almásy	Pangeran Diponegoro
Pál Almásy	Diponegoro of Yogyakarta
Yegor Kholmogorov	Dipanegara
Stephen Lewis	Dipanagara
Baldomero Aguinaldo	Kálmán o Kolomani
Chung In-hong	Karl Heinrich, Ritter von Lang
Joseph Jacotot	Karl Heinrich Ritter von Lang
Kim Yuk	Burton Melvin Cross
Yun Il-sun	Ernst Reventlow
Rob Gibson	Ernst Christian Einar Ludvig Detlev Reventlow
Janice Sherry	Count Ernst Reventlow
Mervyn Stockwood	O 'Higgins
Ralph T. O'Neal	Bernardo O'Higgins Riquelme
Ralph T. O'Neal	Otto Adolf Eichmann
Abu al-Rabi Sulayman	Adolf Otto Eichmann
Abu al-Rabi Sulayman	Karl Otto Paul Weinrich
Abu al-Rabi Sulayman	Werner Eduard Fritz von Blomberg
Prince Yeongchang	Karl August Hanke
Nikolay Anichkov	Gustav Konrad Heinrich von Goßler
Signar á Brúnni	Gustav Konrad Heinrich von Gossler
Boris Bugayev	Émile Nau
Boris Bugayev	Duchess Marie Elisabeth of Schleswig-Holstein-Gottorp
Boris Bugayev	Johan Hartvig Ernst von, Graf Bernstorff
Kost Levytsky	J H E von, Graf Bernstorff
Kost Levytsky	Graf von Bernstorff Johan Hartvig Ernst
Ri Sung-yop	Victor Viorel Ponta
Ri Sung-yop	Louis Florelle de Saint-Just
William Penn	Kathleen Gilligan Sebelius
George Ross	Kathleen Gilligan
Edward Oliver LeBlanc	Eichmann
Said, Sultan of Granada	O'Higgins
Israel F. Fischer	Richard Klement
Aleksey Shcherbatov	Baron Pierre de Coubertin
Aleksey Shcherbatov	Gerald Norman Springer
Aleksey Shcherbatov	Graf Ulrich Friedrich Gyldenlöwe
Aleksey Shcherbatov	Wilhelm Karl August zu Schaumburg-Lippe
Aleksey Shcherbatov	Prince William of Schaumburg-Lippe
Anna Reitler	Michael Bakunin
Choi Myung-kil	Saint Ladislaus
Félix María Zuloaga	Ladislas I 'the Saint' Arpád, King of Hungary
Félix María Zuloaga	Camilo Cienfuegos Gorriarán
Félix María Zuloaga	Camilo Cienfuegos Gorriaran
Chang Dae-hwan	A.H. (Agnes) Mulder
Chang Dae-hwan	Yegor Timurovich Gaidar
Ismail I, Sultan of Granada	Duke Charles of Mecklenburg-Strelitz
Joe McGuire	José Antonio Primo de Rivera y Sáenz de Heredia
Jouko Skinnari	Ladislaus
Adel al-Jubeir	Saint Ladislas
Adel al-Jubeir	Erwin Kolbenheyer
Adel al-Jubeir	J.L. Geurts
Alexander Kurakin	José Antonio
Arno Scholz	Wilhelm Moritz Egon Freiherr von Gayl
Alexander Kurakin	Nouri Kamil Muhammad-Hasan al-Maliki
James V. Stanton	Nouri Kamil Mohammed Hasan al-Maliki
Anton Künzli	Prinsessan Natalia Alexiewna
Ángel Rozas	al-Maliki
Anton Ludwig Stürler	Abu Esraa
John James Rooney	Laszlo Ivan
Anna Ziegler	Norbert Pieter Marie Klein
John J. McCloy	Eugene Janvier de La Motte
Balázs Orbán	Theodor Karl Ernst Adolf Liebknecht
Alexandru Bohăţel	von Ardenne M.
Alexandru Bohăţel	von Ardenne M
Carlos Prío Socarrás	von Ardenne
Carlos Prío Socarrás	Margarete von Bayern
Carlos Prío Socarrás	Margaret of Bavaria
Mike D. Rogers	M. von Ardenne
Anna Schepeler-Lette	M von Ardenne
Stephen Wright Kellogg	Essam F. Sharaf
Lord Edward Somerset	Essam Abdel-Aziz Sharaf
Lord Edward Somerset	Oswald Ludwig Pohl
Lord Edward Somerset	Marie Elisabeth Luders
Lord Edward Somerset	Lisbeth Lüders
Pierre Louis Charles de Failly	Maximilian II. Emanuel
Anton Lubowski	Maximilian II, Kurfürst von Bayern 1679-1705, 1714-1726
Béla Jankovich	Elector of Bavaria Maximilian II Emanuel
Lee Jong-chan	Elector of Bavaria Max Emanuel
Mike D. Rogers	Reinke
Mike D. Rogers	Raila Odinga
Honório Hermeto Carneiro Leão, Marquis of Paraná	Raila Amolo Odinga
Melvin Baldwin	Desi Bouterse
Arulenus Rusticus	Salvador Silvestre del Rosario Jovellanos Guanes
Christian Engström	Duc de Fronsac
Thomas H. Cullen	Cardinal-Duke of Richelieu and of Fronsac Armand Jean du Plessis
Richard Armitage	cardinal and duc de Richelieu Armand de Vignerot
Anton Linder	Armand-Jean Duplessis, Cardinal de Richelieu
Carlo Giuseppe Guglielmo Botta	Armand Jean, duc de Richelieu Du Plessis
Pak Tongjin	Armand Jean du, duc de Richelieu Plessis
Prince Deokheung	Armand Jean du Plessis, Duc de Richelieu
Jan Rokita	Armand Jean du Plessis, duc de Richelieu
Jan Rokita	Armand Jean du Plessis
Francis VI de Beauharnais	Armand de Vignerot, cardinal and duc de Richelieu
Aquino de Bragança	Rao
Kim Chung-yul	Baba
Lee Beom-seok	Tinga
Melchor Múzquiz	Jaber II Al-Mubarak Al-Sabah
Armand Joseph Bruat	Al-Maliki
Stephen Wright Kellogg	Maximilian Emanuel
Carlo Giuseppe Guglielmo Botta	Maximilian II
Keiji Yamada	Max Emanuel
Jeong Seung-hwa	Mikhail Alexandrovich Bakunin
Warren Truss	Mikhail Aleksandrovich Bakunin
John FitzRoy, 9th Duke of Grafton	Michail Alexandrovich Bakunin
Richard B. Hubbard	A. M. Bakunin
Annalena Baerbock	Vermin Love Supreme
Gwak Sanghun	Norman Scott Taylor
Aleksei Shein	Ali Sadreddine Bayanouni
Richard B. Hubbard	Vladimir Filat
Richard B. Hubbard	Grand Duke Dmitry Konstantinovich of Russia
William Beach Lawrence	Dimitrii Konstantinovich Romanov, Grand Duke of Russia
Baron Waqa	Bloody Mary
Louis Édouard Bouët-Willaumez	Eduard Heinrich Rudolph David
Lucius Tiberius Claudius Aurellius Quintianus	Duncan I
Lucius Tiberius Claudius Aurellius Quintianus	shekarau ibrahim
Hong Seok-cheon	Congressman Francis Walker
Hong Seok-cheon	Heinrich Ernst Karl Förster
Hong Seok-cheon	Friedrich Ludwig Georg von Raumer
Hong Seok-cheon	Adolf Georg Soetbeer
Piet Cronjé	Kajetan Muehlmann
Piet Cronjé	"""Kajetan """"Kai"""" Mühlmann"""
Moon Ik-chum	Kai Mühlmann
Moon Ik-chum	Elisabeth Adelheid Hildegard von Thadden
János Hock	Julius Glaser
John FitzRoy, 9th Duke of Grafton	James Graham Clinton
Wilhelm Emmanuel Freiherr von Ketteler	Bol.
Mikael Jansson	Muhammad Al-Sabah Al-Sabah
Kim Suk-won	William Stephen Morgan
Kim Suk-won	Nguyen Tan Dung
Pat McFadden	Klaus Friedrich Ernst
Anton Mahdalik	Edward Hugh John Neale Dalton, Baron Dalton
Lee Yung-dug	Sophie of Thuringia
Count Gustav Kálnoky	Sofie von Brabant
Count Gustav Kálnoky	Jose Maria Neves
Count Gustav Kálnoky	Herodotus of Halicarnassus
János Esterházy	Herodotus
Anna von Gierke	Harry Clément Ulrich Kessler
Annalena Baerbock	Harry Clement Ulrich Kessler
Siobhain McDonagh	Harry Clemens Ulrich Graf von Kessler
John McDonnell	George Joseph Hochbrueckner
Karen Lumley	Philipp Heinrich Scheidemann
Annabelle Ewing	Father of History
Anne McTaggart	Mary Tudor
James Ramsay, 17th Earl of Dalhousie	Queen Mary
James Ramsay, 17th Earl of Dalhousie	Pero Lopez de Ayala
James Ramsay, 17th Earl of Dalhousie	Pedro López de Ayala
Paavo Arhinmäki	Pedro Lopez d'Ayala
Ralph Mansfield, 4th Baron Sandhurst	Knofo
Ralph Mansfield, 4th Baron Sandhurst	Maria Santos Gorrostieta Salazar
Anna Šabatová	Artur Tahir oghlu Rasizade
Christian, Margrave of Brandenburg-Bayreuth	Artur Rasizadə
John Mann	Sheikh Mohammed
Martin Heinrich	Baghdadi Ali Mahmudi
Claude Augustus Swanson	Portia Lucretia Simpson-Miller
Fiona Mactaggart	Janez (Ivan) Janša
Ma Rong	Ivan Janša
Richard Bennett Carmichael	Ivan Janez Janša
Arnold Margolin	Stephen II
Arnold Margolin	Sylvester Morariu-Andriewicz
Anne Gorsuch Burford	Samuel (Samuil) Morariu
Anne Gorsuch Burford	Jose Maria Marin
Anne Gorsuch Burford	Stuyvesant Wainwright II
Anne Gorsuch Burford	Roman Frh. von Ungern-Sternberg
Anne Gorsuch Burford	Sir Charles von Alten
Anne Gorsuch Burford	Luitenant Generaal Ch. von Alten
Anne Gorsuch Burford	Karl August Alten
Anne Gorsuch Burford	Carl von Alten
Anne Gorsuch Burford	Carl August von Alten
Jan Sierada	Great Fifth Dalai Lama
Jan Sierada	5th Dalai Lama
Gordon Campbell	Maria Cornelia Gezina Keijzer
Anne Gibson, Baroness Gibson of Market Rasen	M.C.G. Keijzer
Anne Gibson, Baroness Gibson of Market Rasen	Maria José Rodrigues Ritta
Anne Gibson, Baroness Gibson of Market Rasen	Maria Jose Ritta
Arnold Bürkli	Julian Ignacy Nowak
Arnold Büscher	Sibylle of Saxe-Lauenburg
Karl McCartney	Žofie
Paul Maskey	Friederike Sophie Dorothee Wilhelmine
Daniel da Mota	8th Dalai Lama
Yun Geun-su	James Madison Hite Beale
Harry H. Dale	Churchill Caldom Cambreleng
Kornél Almássy	Gaius Bellicus Natalis
Tomás Borge	Sali Ram Berisha
Anne Jean Marie René Savary	Raymond Chan Chi-chuen
Anne Jenkin, Baroness Jenkin of Kennington	Ray Chan
Anne Jenkin, Baroness Jenkin of Kennington	Chen Zhiquan
Anne Jenkin, Baroness Jenkin of Kennington	Chan Chi-chuen
Anne-Antoine-Jules de Clermont-Tonnerre	Ali Abdussalam Treki
Song Byung-joon	Marcus Ummidius Quadratus
John F. Nugent	José Higinio Uriarte y García del Barrio
Anton Martin Schweigaard	Jose Higinio Uriarte y Garcia del Barrio
Dmitry Nikolayevich Filippov	Shawn Paul Bradley
Mwambutsa IV Bangiricenge of Burundi	PM Lee
Archduke Johann Salvator of Austria	LHL
Aryeh Eldad	H.H. Sheikh Mohammed bin Rashid Al Maktoum
Aryeh Eldad	Rt. Rev. Justin Portal Welby
Anne Petitpierre	Justin Portal Welby
Bob Schaffer	7th Dalai Lama
János Almásy	Miss World 1987
Martin Grove Brumbaugh	Dolar Amarshi Popat, Baron Popat
Hong Gyeong-ju	Karl Hermann Knoblauch
Prince Eunjeon	Wilhelm, Crown Prince of Germany 1882
Paul Maynard	Friedrich Wilhelm Victor August Ernst
Anne du Bourg	Crown Prince Wilhelm of Germany, Crown Prince of Prussia
Jinjong	Sheikh Mohammed bin Rashid Al Maktoum
Tafari Benti	Mohammed bin Rashid Al-Maktoum
Anne Spiegel	Mohammed bin Rashid al-Maktoum
Pao-chen Shen	His Highness Sheikh Mohammed Bin Rashid Al Maktoum
Pao-chen Shen	Jörundr
Mike Lee	Christoph Scheuerl
Alexander von Staël-Holstein	The Right Honourable Henry John Chetwynd, Viscount Isgestrie
Alexander von Staël-Holstein	Henry John Chetwynd, Viscount Isgestrie
Mike Lee	Martha Rose Reeves
Mike Lee	Gustav Franz Wagner
Pak Chesoon	Kenneth Owen Morgan, Baron Morgan
Pak Chesoon	Philippovich von Philippsberg
Pak Chesoon	Lord Beaconsfield
Pak Chesoon	Heinrich Prinz von Preußen
Pao-chen Shen	Eugen von Philippovich
Pao-chen Shen	Christoph Scheurl
Pao-chen Shen	Benjamin Disraeli, Earl of Beaconsfield
Hans Henric von Essen	Margrave Wilhelm of Baden
Hans Henric von Essen	Ludwig Georg Siebert
Gardner R. Withrow	Dizzy
Anne Main	Delyth Morgan
Steve McCabe	Delyth Jane Morgan, Baroness Morgan of Drefelin
Frederick III, Landgrave of Hesse-Homburg	Lord Jellicoe
Staf De Clercq	George Patrick John Rushworth Jellicoe, 2nd Earl Jellicoe
José Blanco López	George Patrick John Rushworth Jellicoe
William McCrea	Winston Baldwin Spencer
William McCrea	Peter von Tunner
William McCrea	Daniil Semyonovich Elmen
Archduke Johann Salvator of Austria	Jyrki Tapani Katainen
Anne Nyokabi Muhoho	Hashim Thaci
Prince Clemens Wenceslaus of Saxony	Nicolae Ceauşescu
Anton Muziwakhe Lembede	Nicolae Ceausescu
József Havas	Ceaușescu
Edmund Andros	Ceausescu
István Bittó	Hermann Grohe
Angus MacNeil	Gröhe, Gottfried Hermann
Jonathan Lord	Gottfried Hermann Gröhe
Leonid Kuchma	Konstantin Alexander Karl Wilhelm von Benckendorff
Nicolaes Tulp	Count Alexander Khristoforovich Benckendorff
Arnold Gottlieb Bühler	Peter Ritter von Tunner
Denis MacShane	George William Summers
Denis MacShane	Meissner-Blau, Freda
Denis MacShane	Freda Blau-Meissner
Alejandro Encinas Rodríguez	Ernst Waldfried Joseph Wenzl Mach
Yves Lévesque	Ernst Mach Jr
Jason McCartney	Elbert Sevier Martin
Javier Fernández Fernández	Robert Nance Haskell
John R. Connelly	Viktor Orban
William Keppel, 7th Earl of Albemarle	Viktor Mihály Orbán
Anneliese Albrecht	Viktor Mihaly Orban
Cyriel Buysse	Orbán Viktor Mihály
Cyriel Buysse	Orban Viktor Mihaly
Cyriel Buysse	Orbán Viktor
Arnold Diestel	Orban Viktor
Jan Šrámek	Pedro Manuel Mamede Passos Coelho
Zsolt Páva	Miklos Banffy
Annedore Leber	Count Miklós Bánffy de Losoncz
Juan María Vicencio de Ripperdá	Benjamin, Earl of Beaconsfield, Viscount Hughenden of Hughenden Disraeli
William Keppel, 7th Earl of Albemarle	Benjamin, Earl of Beaconsfield Disraeli
William Keppel, 7th Earl of Albemarle	1st Earl of Beaconsfield Benjamin Disraeli
William Keppel, 7th Earl of Albemarle	Dr. Albert Schäffle
William Keppel, 7th Earl of Albemarle	Albert Eberhard Friedrich Schäffle
Osvaldo Aranha	A. Schäffle
Boris Chochiev	Islam Abduganiyevich Karimov
Charles, Prince of Soubise	I. A. Karimov
Charles, Prince of Soubise	Prince Albert William Henry of Prussia
Andy Love	Albert Wilhelm Heinrich
Arbitio	Francis Russell
Ricardo Jiménez Oreamuno	Robert Augustine Thompson
Sergio Bitar	Paul Moritz Warburg
Jordi Carbonell i de Ballester	Paul M. Warburg
Arcadi Gaydamak	Adam Joseph van Koeverden
Mohammad Mohammad Sadeq al-Sadr	Theodore Mommsen
Mohammad Mohammad Sadeq al-Sadr	T. Mommsen
Andy Love	Christian Mommsen
Friedrich Merz	Christian Matthias Theodor Mommsen
Sergey Ling	Jan Habsburský
Sergey Ling	Segolene Royal
Sergey Ling	Marie-Ségolène Royal
Sergey Ling	Marie-Segolene Royal
Sergey Ling	Fernando, duque de Alba Alvarez de Toledo
Sergey Ling	Fernando Alvarez, duque de Alba De Toledo
András Giró-Szász	Fernando Alvarez de, duque de Alba Toledo
Charles Bonaventure de Longueval, Count of Bucquoy	Fernando Alvarez de Toledo, duque de Alba
János Damjanich	duque de Alba Fernando Alvarez de Toledo
John of Brittany, Earl of Richmond	3er duque de Alba Fernando Álvarez de Toledo y Pimentel
Tim Loughton	King of England Charles I
Peter Luff	Charles Ist
Peter Luff	Nikolay Yanovich Azarov
Annemarie Kletzl	Mykola Yanovych Azarov
Béla Linder	Dr.Lothar Rendulic
Ian Lucas	C. A. Laisant
Osvaldo Aranha	King Charles the Martyr
Béla Zsedényi	Nikolay Azarov
Benedek Jávor	Petar Toshev Mladenov
Wenceslaus I, Duke of Luxembourg	Duke of Alva
Wenceslaus I, Duke of Luxembourg	Vadim Nikolaevich Mishin
Anton Reißner	Herbert Friedrich Wilhelm Backe
Emanoil Gojdu	Priebke
Viktor Palm	King Charles I
Fred McCain	Z.Enkhbold
Fred McCain	Enkhbold Zandaakhuu
Joseph-Éloi Fontaine	Enkhbold
Mark Udall	Walter Guevara
Yagyū Munenori	Joshua L. Chamberlain
Yagyū Munenori	Joshua Chamberlain
Carlo Scognamiglio	Daniel Franklin Davis
René-Nicolas Dufriche Desgenettes	August, Graf von der Goltz
Arben Xhaferi	August Friedrich Ferdinand Graf von der Goltz
Quintus Aurelius Memmius Symmachus	Ag Ghali
Andras Levente Fekete Szabó	Abū al-Faḍl
Paul Laxalt	Lord John Russell
Naomi Long	Duke of Alba
Naomi Long	Charles I
Naomi Long	Liese Sykora
Menas of Ethiopia	John Edward Michael Moore, Baron Moore of Lower Marsh
Arnold Green	Inejirou Asanuma
Jack Lopresti	Inejiro Asanuma
Nikolai Patolichev	Asanuma Inejirou
Wenceslaus I, Duke of Luxembourg	Asanuma Inejirō
Raúl Sendic	Asanuma Inejiro
Arcangelo Scacchi	Mary Magdalen of Austria
Nelson Jobim	Maria Maddalena of Austria
Boris Ponomarev	Maria Maddalena d', granduchessa Austria
Menas of Ethiopia	Erzherzogin Maria Magdalena
Michael Kijana Wamalwa	d'Austria, granduchessa Maria Maddalena
Sextus Appuleius	Selden Connor
Sextus Appuleius	Catharine Sforza
Sextus Appuleius	Dr. Friedrich Adler
Sextus Appuleius	Francis Tavistock
Sextus Appuleius	Francis Russell, Marquess of Tavistock
Edwin Denison Morgan	Francis Bedford
Edwin Denison Morgan	J. Russell
Edwin Denison Morgan	Petar Stefanov Stojanov
Edwin Denison Morgan	John Bedford
Jef van de Wiele	Kurt Max Franz Daluege
Edward Boscawen	10th Dalai Lama
Tony Lloyd	Albert Peter Severin Collett
Tony Lloyd	Abdul Latiff Abdul Majeed
Don Siegelman	Valentín Paniagua Corazao
Charles de la Bédoyère	Valentin Paniagua
Charles de la Bédoyère	Cornelia Richter
Arnold Naudain	4th Dalai Lama
Barbara Follett	Hans Daniel Ludwig Friedrich Hassenpflug
Stephen Lloyd	John Jordan Morgan
T. Maheswaran	Miklosich
Arnold Joseph Nicholson	Miklošič
Théoneste Bagosora	Miklosic
Willem Janse van Rensburg	Franz Xaver von Miklosisch
Willem Janse van Rensburg	Franz von Miklosich
Arnold Leese	Franc Miklošič
Arnold Nordmeyer	Franc Miklosic
Arnold Nordmeyer	Viktor Moritz Karl zu Hohenlohe-Schillingsfürst, 1st Fürst von Corvey
James Philip Eagle	Alexander Lvovich Parvus
Joan Hanham, Baroness Hanham	13th Dalai Lama
Joan Hanham, Baroness Hanham	Angel Otaegui
Arnold Kanter	Robert Francis Kennedy
Ítalo Argentino Lúder	RFK
Emil Jónsson	Bobby Kennedy
Michael P. Kitt	Şahı Sultan
Samuel Turell Armstrong	Şahihuban Sultan
Samuel Turell Armstrong	Devlet Şah Sultan
George Plater	Robert Kennedy
Giuseppe Nisticò	Lord Anthony William Hall of Birkenhead
Giuseppe Nisticò	Anthony William Hall of Birkenhead
Henry C. Smith	Anthony William Hall
Alexey Bestuzhev-Ryumin	Charles Albert Floyd
Dan Coats	Tursunbek Chygyshevich Chyngyshev
Dan Coats	Max Richards
Arif Sağ	Juan Domingo Perón
